Geography,Age group,2010
"Toronto, Ontario",25 to 29 years,138.0
"Toronto, Ontario",30 to 34 years,148.0
"Toronto, Ontario",35 to 39 years,247.0
"Toronto, Ontario",40 to 44 years,389.0
"Toronto, Ontario",45 to 49 years,717.0
"Toronto, Ontario",5 to 9 years,24.0
"Toronto, Ontario",50 to 54 years,1060.0
"Toronto, Ontario",55 to 59 years,1327.0
"Toronto, Ontario",60 to 64 years,1665.0
"Toronto, Ontario",65 to 69 years,1896.0
"Toronto, Ontario",70 to 74 years,2503.0
"Toronto, Ontario",75 to 79 years,3661.0
"Toronto, Ontario",80 to 84 years,4900.0
"Toronto, Ontario",85 to 89 years,5072.0
"Toronto, Ontario",90 years and over,4552.0
"Toronto, Ontario",All ages,28905.0
"Trois-Rivi??res, Quebec",0 to 4 years,2.0
"Trois-Rivi??res, Quebec",10 to 14 years,0.0
"Trois-Rivi??res, Quebec",15 to 19 years,6.0
"Trois-Rivi??res, Quebec",20 to 24 years,2.0
"Trois-Rivi??res, Quebec",25 to 29 years,4.0
"Trois-Rivi??res, Quebec",30 to 34 years,10.0
"Trois-Rivi??res, Quebec",35 to 39 years,8.0
"Trois-Rivi??res, Quebec",40 to 44 years,17.0
"Trois-Rivi??res, Quebec",45 to 49 years,24.0
"Trois-Rivi??res, Quebec",5 to 9 years,1.0
"Trois-Rivi??res, Quebec",50 to 54 years,42.0
"Trois-Rivi??res, Quebec",55 to 59 years,58.0
"Trois-Rivi??res, Quebec",60 to 64 years,76.0
"Trois-Rivi??res, Quebec",65 to 69 years,121.0
"Trois-Rivi??res, Quebec",70 to 74 years,129.0
"Trois-Rivi??res, Quebec",75 to 79 years,185.0
"Trois-Rivi??res, Quebec",80 to 84 years,254.0
"Trois-Rivi??res, Quebec",85 to 89 years,243.0
"Trois-Rivi??res, Quebec",90 years and over,253.0
"Trois-Rivi??res, Quebec",All ages,1435.0
"Vancouver, British Columbia",0 to 4 years,83.0
"Vancouver, British Columbia",10 to 14 years,10.0
"Vancouver, British Columbia",15 to 19 years,36.0
"Vancouver, British Columbia",20 to 24 years,59.0
"Vancouver, British Columbia",25 to 29 years,78.0
"Vancouver, British Columbia",30 to 34 years,87.0
"Vancouver, British Columbia",35 to 39 years,132.0
"Vancouver, British Columbia",40 to 44 years,187.0
"Vancouver, British Columbia",45 to 49 years,333.0
"Vancouver, British Columbia",5 to 9 years,5.0
"Vancouver, British Columbia",50 to 54 years,454.0
"Vancouver, British Columbia",55 to 59 years,628.0
"Vancouver, British Columbia",60 to 64 years,843.0
"Vancouver, British Columbia",65 to 69 years,918.0
"Vancouver, British Columbia",70 to 74 years,1108.0
"Vancouver, British Columbia",75 to 79 years,1590.0
"Vancouver, British Columbia",80 to 84 years,2062.0
"Vancouver, British Columbia",85 to 89 years,2412.0
"Vancouver, British Columbia",90 years and over,2528.0
"Vancouver, British Columbia",All ages,13553.0
"Victoria, British Columbia",0 to 4 years,12.0
"Victoria, British Columbia",10 to 14 years,1.0
"Victoria, British Columbia",15 to 19 years,7.0
"Victoria, British Columbia",20 to 24 years,15.0
"Victoria, British Columbia",25 to 29 years,14.0
"Victoria, British Columbia",30 to 34 years,15.0
"Victoria, British Columbia",35 to 39 years,13.0
"Victoria, British Columbia",40 to 44 years,26.0
"Victoria, British Columbia",45 to 49 years,58.0
"Victoria, British Columbia",5 to 9 years,1.0
"Victoria, British Columbia",50 to 54 years,96.0
"Victoria, British Columbia",55 to 59 years,142.0
"Victoria, British Columbia",60 to 64 years,152.0
"Victoria, British Columbia",65 to 69 years,159.0
"Victoria, British Columbia",70 to 74 years,192.0
"Victoria, British Columbia",75 to 79 years,364.0
"Victoria, British Columbia",80 to 84 years,488.0
"Victoria, British Columbia",85 to 89 years,709.0
"Victoria, British Columbia",90 years and over,738.0
"Victoria, British Columbia",All ages,3202.0
"Windsor, Ontario",0 to 4 years,12.0
"Windsor, Ontario",10 to 14 years,0.0
"Windsor, Ontario",15 to 19 years,4.0
"Windsor, Ontario",20 to 24 years,12.0
"Windsor, Ontario",25 to 29 years,8.0
"Windsor, Ontario",30 to 34 years,15.0
"Windsor, Ontario",35 to 39 years,23.0
"Windsor, Ontario",40 to 44 years,38.0
"Windsor, Ontario",45 to 49 years,54.0
"Windsor, Ontario",5 to 9 years,3.0
"Windsor, Ontario",50 to 54 years,103.0
"Windsor, Ontario",55 to 59 years,129.0
"Windsor, Ontario",60 to 64 years,156.0
"Windsor, Ontario",65 to 69 years,182.0
"Windsor, Ontario",70 to 74 years,213.0
"Windsor, Ontario",75 to 79 years,323.0
"Windsor, Ontario",80 to 84 years,392.0
"Windsor, Ontario",85 to 89 years,392.0
"Windsor, Ontario",90 years and over,338.0
"Windsor, Ontario",All ages,2397.0
"Winnipeg, Manitoba",0 to 4 years,64.0
"Winnipeg, Manitoba",10 to 14 years,2.0
"Winnipeg, Manitoba",15 to 19 years,31.0
"Winnipeg, Manitoba",20 to 24 years,39.0
"Winnipeg, Manitoba",25 to 29 years,24.0
"Winnipeg, Manitoba",30 to 34 years,31.0
"Winnipeg, Manitoba",35 to 39 years,57.0
"Winnipeg, Manitoba",40 to 44 years,79.0
"Winnipeg, Manitoba",45 to 49 years,139.0
"Winnipeg, Manitoba",5 to 9 years,3.0
"Winnipeg, Manitoba",50 to 54 years,199.0
"Winnipeg, Manitoba",55 to 59 years,278.0
"Winnipeg, Manitoba",60 to 64 years,367.0
"Winnipeg, Manitoba",65 to 69 years,404.0
"Winnipeg, Manitoba",70 to 74 years,483.0
"Winnipeg, Manitoba",75 to 79 years,702.0
"Winnipeg, Manitoba",80 to 84 years,915.0
"Winnipeg, Manitoba",85 to 89 years,1107.0
"Winnipeg, Manitoba",90 years and over,1069.0
"Winnipeg, Manitoba",All ages,5993.0
