Geography,Age group,2014
"Saint John, New Brunswick",70 to 74 years,123.0
"Saint John, New Brunswick",75 to 79 years,109.0
"Saint John, New Brunswick",80 to 84 years,192.0
"Saint John, New Brunswick",85 to 89 years,168.0
"Saint John, New Brunswick",90 years and over,227.0
"Saint John, New Brunswick",All ages,1134.0
"Saskatoon, Saskatchewan",0 to 4 years,29.0
"Saskatoon, Saskatchewan",10 to 14 years,3.0
"Saskatoon, Saskatchewan",15 to 19 years,6.0
"Saskatoon, Saskatchewan",20 to 24 years,17.0
"Saskatoon, Saskatchewan",25 to 29 years,17.0
"Saskatoon, Saskatchewan",30 to 34 years,16.0
"Saskatoon, Saskatchewan",35 to 39 years,24.0
"Saskatoon, Saskatchewan",40 to 44 years,31.0
"Saskatoon, Saskatchewan",45 to 49 years,41.0
"Saskatoon, Saskatchewan",5 to 9 years,3.0
"Saskatoon, Saskatchewan",50 to 54 years,66.0
"Saskatoon, Saskatchewan",55 to 59 years,99.0
"Saskatoon, Saskatchewan",60 to 64 years,114.0
"Saskatoon, Saskatchewan",65 to 69 years,140.0
"Saskatoon, Saskatchewan",70 to 74 years,164.0
"Saskatoon, Saskatchewan",75 to 79 years,202.0
"Saskatoon, Saskatchewan",80 to 84 years,280.0
"Saskatoon, Saskatchewan",85 to 89 years,329.0
"Saskatoon, Saskatchewan",90 years and over,425.0
"Saskatoon, Saskatchewan",All ages,2006.0
"Sherbrooke, Quebec",0 to 4 years,10.0
"Sherbrooke, Quebec",10 to 14 years,1.0
"Sherbrooke, Quebec",15 to 19 years,7.0
"Sherbrooke, Quebec",20 to 24 years,2.0
"Sherbrooke, Quebec",25 to 29 years,5.0
"Sherbrooke, Quebec",30 to 34 years,3.0
"Sherbrooke, Quebec",35 to 39 years,12.0
"Sherbrooke, Quebec",40 to 44 years,11.0
"Sherbrooke, Quebec",45 to 49 years,21.0
"Sherbrooke, Quebec",5 to 9 years,2.0
"Sherbrooke, Quebec",50 to 54 years,52.0
"Sherbrooke, Quebec",55 to 59 years,78.0
"Sherbrooke, Quebec",60 to 64 years,104.0
"Sherbrooke, Quebec",65 to 69 years,154.0
"Sherbrooke, Quebec",70 to 74 years,141.0
"Sherbrooke, Quebec",75 to 79 years,211.0
"Sherbrooke, Quebec",80 to 84 years,265.0
"Sherbrooke, Quebec",85 to 89 years,286.0
"Sherbrooke, Quebec",90 years and over,380.0
"Sherbrooke, Quebec",All ages,1745.0
"St. Catharines-Niagara, Ontario",0 to 4 years,14.0
"St. Catharines-Niagara, Ontario",10 to 14 years,0.0
"St. Catharines-Niagara, Ontario",15 to 19 years,8.0
"St. Catharines-Niagara, Ontario",20 to 24 years,13.0
"St. Catharines-Niagara, Ontario",25 to 29 years,16.0
"St. Catharines-Niagara, Ontario",30 to 34 years,18.0
"St. Catharines-Niagara, Ontario",35 to 39 years,23.0
"St. Catharines-Niagara, Ontario",40 to 44 years,34.0
"St. Catharines-Niagara, Ontario",45 to 49 years,58.0
"St. Catharines-Niagara, Ontario",5 to 9 years,1.0
"St. Catharines-Niagara, Ontario",50 to 54 years,141.0
"St. Catharines-Niagara, Ontario",55 to 59 years,191.0
"St. Catharines-Niagara, Ontario",60 to 64 years,242.0
"St. Catharines-Niagara, Ontario",65 to 69 years,327.0
"St. Catharines-Niagara, Ontario",70 to 74 years,404.0
"St. Catharines-Niagara, Ontario",75 to 79 years,508.0
"St. Catharines-Niagara, Ontario",80 to 84 years,689.0
"St. Catharines-Niagara, Ontario",85 to 89 years,732.0
"St. Catharines-Niagara, Ontario",90 years and over,783.0
"St. Catharines-Niagara, Ontario",All ages,4202.0
"St. John's, Newfoundland and Labrador",0 to 4 years,15.0
"St. John's, Newfoundland and Labrador",10 to 14 years,2.0
"St. John's, Newfoundland and Labrador",15 to 19 years,4.0
"St. John's, Newfoundland and Labrador",20 to 24 years,7.0
"St. John's, Newfoundland and Labrador",25 to 29 years,8.0
"St. John's, Newfoundland and Labrador",30 to 34 years,16.0
"St. John's, Newfoundland and Labrador",35 to 39 years,6.0
"St. John's, Newfoundland and Labrador",40 to 44 years,14.0
"St. John's, Newfoundland and Labrador",45 to 49 years,39.0
"St. John's, Newfoundland and Labrador",5 to 9 years,2.0
"St. John's, Newfoundland and Labrador",50 to 54 years,47.0
"St. John's, Newfoundland and Labrador",55 to 59 years,88.0
"St. John's, Newfoundland and Labrador",60 to 64 years,100.0
"St. John's, Newfoundland and Labrador",65 to 69 years,163.0
"St. John's, Newfoundland and Labrador",70 to 74 years,155.0
"St. John's, Newfoundland and Labrador",75 to 79 years,193.0
"St. John's, Newfoundland and Labrador",80 to 84 years,229.0
"St. John's, Newfoundland and Labrador",85 to 89 years,224.0
"St. John's, Newfoundland and Labrador",90 years and over,234.0
"St. John's, Newfoundland and Labrador",All ages,1546.0
"Thunder Bay, Ontario",0 to 4 years,8.0
"Thunder Bay, Ontario",10 to 14 years,1.0
"Thunder Bay, Ontario",15 to 19 years,1.0
"Thunder Bay, Ontario",20 to 24 years,11.0
"Thunder Bay, Ontario",25 to 29 years,8.0
"Thunder Bay, Ontario",30 to 34 years,19.0
"Thunder Bay, Ontario",35 to 39 years,9.0
"Thunder Bay, Ontario",40 to 44 years,18.0
"Thunder Bay, Ontario",45 to 49 years,32.0
"Thunder Bay, Ontario",5 to 9 years,1.0
"Thunder Bay, Ontario",50 to 54 years,55.0
"Thunder Bay, Ontario",55 to 59 years,72.0
"Thunder Bay, Ontario",60 to 64 years,77.0
"Thunder Bay, Ontario",65 to 69 years,118.0
"Thunder Bay, Ontario",70 to 74 years,111.0
"Thunder Bay, Ontario",75 to 79 years,131.0
"Thunder Bay, Ontario",80 to 84 years,185.0
"Thunder Bay, Ontario",85 to 89 years,215.0
"Thunder Bay, Ontario",90 years and over,224.0
"Thunder Bay, Ontario",All ages,1296.0
"Toronto, Ontario",0 to 4 years,344.0
"Toronto, Ontario",10 to 14 years,27.0
"Toronto, Ontario",15 to 19 years,103.0
"Toronto, Ontario",20 to 24 years,157.0
"Toronto, Ontario",25 to 29 years,162.0
