Geography,Age group,2012
"Halifax, Nova Scotia",50 to 54 years,104.0
"Halifax, Nova Scotia",55 to 59 years,141.0
"Halifax, Nova Scotia",60 to 64 years,231.0
"Halifax, Nova Scotia",65 to 69 years,228.0
"Halifax, Nova Scotia",70 to 74 years,287.0
"Halifax, Nova Scotia",75 to 79 years,333.0
"Halifax, Nova Scotia",80 to 84 years,429.0
"Halifax, Nova Scotia",85 to 89 years,444.0
"Halifax, Nova Scotia",90 years and over,481.0
"Halifax, Nova Scotia",All ages,2883.0
"Hamilton, Ontario",0 to 4 years,32.0
"Hamilton, Ontario",10 to 14 years,8.0
"Hamilton, Ontario",15 to 19 years,9.0
"Hamilton, Ontario",20 to 24 years,20.0
"Hamilton, Ontario",25 to 29 years,23.0
"Hamilton, Ontario",30 to 34 years,32.0
"Hamilton, Ontario",35 to 39 years,41.0
"Hamilton, Ontario",40 to 44 years,56.0
"Hamilton, Ontario",45 to 49 years,98.0
"Hamilton, Ontario",5 to 9 years,4.0
"Hamilton, Ontario",50 to 54 years,203.0
"Hamilton, Ontario",55 to 59 years,270.0
"Hamilton, Ontario",60 to 64 years,352.0
"Hamilton, Ontario",65 to 69 years,416.0
"Hamilton, Ontario",70 to 74 years,495.0
"Hamilton, Ontario",75 to 79 years,723.0
"Hamilton, Ontario",80 to 84 years,1031.0
"Hamilton, Ontario",85 to 89 years,1131.0
"Hamilton, Ontario",90 years and over,1105.0
"Hamilton, Ontario",All ages,6049.0
"Kelowna, British Columbia",0 to 4 years,4.0
"Kelowna, British Columbia",10 to 14 years,1.0
"Kelowna, British Columbia",15 to 19 years,2.0
"Kelowna, British Columbia",20 to 24 years,6.0
"Kelowna, British Columbia",25 to 29 years,8.0
"Kelowna, British Columbia",30 to 34 years,17.0
"Kelowna, British Columbia",35 to 39 years,8.0
"Kelowna, British Columbia",40 to 44 years,24.0
"Kelowna, British Columbia",45 to 49 years,33.0
"Kelowna, British Columbia",5 to 9 years,0.0
"Kelowna, British Columbia",50 to 54 years,32.0
"Kelowna, British Columbia",55 to 59 years,48.0
"Kelowna, British Columbia",60 to 64 years,86.0
"Kelowna, British Columbia",65 to 69 years,101.0
"Kelowna, British Columbia",70 to 74 years,135.0
"Kelowna, British Columbia",75 to 79 years,190.0
"Kelowna, British Columbia",80 to 84 years,276.0
"Kelowna, British Columbia",85 to 89 years,287.0
"Kelowna, British Columbia",90 years and over,331.0
"Kelowna, British Columbia",All ages,1589.0
"Kingston, Ontario",0 to 4 years,8.0
"Kingston, Ontario",10 to 14 years,1.0
"Kingston, Ontario",15 to 19 years,4.0
"Kingston, Ontario",20 to 24 years,8.0
"Kingston, Ontario",25 to 29 years,6.0
"Kingston, Ontario",30 to 34 years,11.0
"Kingston, Ontario",35 to 39 years,7.0
"Kingston, Ontario",40 to 44 years,7.0
"Kingston, Ontario",45 to 49 years,24.0
"Kingston, Ontario",5 to 9 years,2.0
"Kingston, Ontario",50 to 54 years,62.0
"Kingston, Ontario",55 to 59 years,70.0
"Kingston, Ontario",60 to 64 years,109.0
"Kingston, Ontario",65 to 69 years,101.0
"Kingston, Ontario",70 to 74 years,145.0
"Kingston, Ontario",75 to 79 years,152.0
"Kingston, Ontario",80 to 84 years,223.0
"Kingston, Ontario",85 to 89 years,262.0
"Kingston, Ontario",90 years and over,238.0
"Kingston, Ontario",All ages,1440.0
"Kitchener-Cambridge-Waterloo, Ontario",0 to 4 years,27.0
"Kitchener-Cambridge-Waterloo, Ontario",10 to 14 years,4.0
"Kitchener-Cambridge-Waterloo, Ontario",15 to 19 years,9.0
"Kitchener-Cambridge-Waterloo, Ontario",20 to 24 years,15.0
"Kitchener-Cambridge-Waterloo, Ontario",25 to 29 years,23.0
"Kitchener-Cambridge-Waterloo, Ontario",30 to 34 years,18.0
"Kitchener-Cambridge-Waterloo, Ontario",35 to 39 years,20.0
"Kitchener-Cambridge-Waterloo, Ontario",40 to 44 years,39.0
"Kitchener-Cambridge-Waterloo, Ontario",45 to 49 years,64.0
"Kitchener-Cambridge-Waterloo, Ontario",5 to 9 years,3.0
"Kitchener-Cambridge-Waterloo, Ontario",50 to 54 years,108.0
"Kitchener-Cambridge-Waterloo, Ontario",55 to 59 years,157.0
"Kitchener-Cambridge-Waterloo, Ontario",60 to 64 years,198.0
"Kitchener-Cambridge-Waterloo, Ontario",65 to 69 years,228.0
"Kitchener-Cambridge-Waterloo, Ontario",70 to 74 years,273.0
"Kitchener-Cambridge-Waterloo, Ontario",75 to 79 years,354.0
"Kitchener-Cambridge-Waterloo, Ontario",80 to 84 years,537.0
"Kitchener-Cambridge-Waterloo, Ontario",85 to 89 years,535.0
"Kitchener-Cambridge-Waterloo, Ontario",90 years and over,580.0
"Kitchener-Cambridge-Waterloo, Ontario",All ages,3192.0
"London, Ontario",0 to 4 years,23.0
"London, Ontario",10 to 14 years,5.0
"London, Ontario",15 to 19 years,7.0
"London, Ontario",20 to 24 years,22.0
"London, Ontario",25 to 29 years,21.0
"London, Ontario",30 to 34 years,32.0
"London, Ontario",35 to 39 years,23.0
"London, Ontario",40 to 44 years,51.0
"London, Ontario",45 to 49 years,87.0
"London, Ontario",5 to 9 years,0.0
"London, Ontario",50 to 54 years,138.0
"London, Ontario",55 to 59 years,185.0
"London, Ontario",60 to 64 years,238.0
"London, Ontario",65 to 69 years,281.0
"London, Ontario",70 to 74 years,362.0
"London, Ontario",75 to 79 years,423.0
"London, Ontario",80 to 84 years,586.0
"London, Ontario",85 to 89 years,626.0
"London, Ontario",90 years and over,598.0
"London, Ontario",All ages,3708.0
"Moncton, New Brunswick",0 to 4 years,7.0
"Moncton, New Brunswick",10 to 14 years,0.0
"Moncton, New Brunswick",15 to 19 years,4.0
"Moncton, New Brunswick",20 to 24 years,5.0
"Moncton, New Brunswick",25 to 29 years,2.0
"Moncton, New Brunswick",30 to 34 years,6.0
"Moncton, New Brunswick",35 to 39 years,15.0
"Moncton, New Brunswick",40 to 44 years,13.0
"Moncton, New Brunswick",45 to 49 years,24.0
"Moncton, New Brunswick",5 to 9 years,1.0
"Moncton, New Brunswick",50 to 54 years,27.0
"Moncton, New Brunswick",55 to 59 years,35.0
"Moncton, New Brunswick",60 to 64 years,54.0
"Moncton, New Brunswick",65 to 69 years,81.0
"Moncton, New Brunswick",70 to 74 years,99.0
"Moncton, New Brunswick",75 to 79 years,104.0
"Moncton, New Brunswick",80 to 84 years,134.0
"Moncton, New Brunswick",85 to 89 years,211.0
"Moncton, New Brunswick",90 years and over,195.0
"Moncton, New Brunswick",All ages,1017.0
"Montr??al, Quebec",0 to 4 years,253.0
"Montr??al, Quebec",10 to 14 years,21.0
"Montr??al, Quebec",15 to 19 years,48.0
"Montr??al, Quebec",20 to 24 years,92.0
"Montr??al, Quebec",25 to 29 years,93.0
"Montr??al, Quebec",30 to 34 years,150.0
"Montr??al, Quebec",35 to 39 years,169.0
"Montr??al, Quebec",40 to 44 years,275.0
"Montr??al, Quebec",45 to 49 years,505.0
"Montr??al, Quebec",5 to 9 years,8.0
"Montr??al, Quebec",50 to 54 years,877.0
"Montr??al, Quebec",55 to 59 years,1232.0
"Montr??al, Quebec",60 to 64 years,1627.0
"Montr??al, Quebec",65 to 69 years,2186.0
"Montr??al, Quebec",70 to 74 years,2517.0
"Montr??al, Quebec",75 to 79 years,3424.0
"Montr??al, Quebec",80 to 84 years,4675.0
"Montr??al, Quebec",85 to 89 years,4699.0
"Montr??al, Quebec",90 years and over,4428.0
"Montr??al, Quebec",All ages,27279.0
"Oshawa, Ontario",0 to 4 years,21.0
"Oshawa, Ontario",10 to 14 years,5.0
"Oshawa, Ontario",15 to 19 years,9.0
"Oshawa, Ontario",20 to 24 years,7.0
"Oshawa, Ontario",25 to 29 years,8.0
"Oshawa, Ontario",30 to 34 years,10.0
"Oshawa, Ontario",35 to 39 years,18.0
"Oshawa, Ontario",40 to 44 years,30.0
"Oshawa, Ontario",45 to 49 years,59.0
"Oshawa, Ontario",5 to 9 years,3.0
"Oshawa, Ontario",50 to 54 years,97.0
"Oshawa, Ontario",55 to 59 years,139.0
"Oshawa, Ontario",60 to 64 years,166.0
"Oshawa, Ontario",65 to 69 years,198.0
"Oshawa, Ontario",70 to 74 years,218.0
"Oshawa, Ontario",75 to 79 years,282.0
"Oshawa, Ontario",80 to 84 years,385.0
"Oshawa, Ontario",85 to 89 years,344.0
"Oshawa, Ontario",90 years and over,335.0
"Oshawa, Ontario",All ages,2334.0
"Ottawa-Gatineau, Ontario/Quebec",0 to 4 years,71.0
"Ottawa-Gatineau, Ontario/Quebec",10 to 14 years,5.0
"Ottawa-Gatineau, Ontario/Quebec",15 to 19 years,21.0
"Ottawa-Gatineau, Ontario/Quebec",20 to 24 years,36.0
"Ottawa-Gatineau, Ontario/Quebec",25 to 29 years,36.0
"Ottawa-Gatineau, Ontario/Quebec",30 to 34 years,38.0
"Ottawa-Gatineau, Ontario/Quebec",35 to 39 years,63.0
"Ottawa-Gatineau, Ontario/Quebec",40 to 44 years,67.0
"Ottawa-Gatineau, Ontario/Quebec",45 to 49 years,168.0
"Ottawa-Gatineau, Ontario/Quebec",5 to 9 years,9.0
"Ottawa-Gatineau, Ontario/Quebec",50 to 54 years,311.0
"Ottawa-Gatineau, Ontario/Quebec",55 to 59 years,445.0
"Ottawa-Gatineau, Ontario/Quebec",60 to 64 years,530.0
"Ottawa-Gatineau, Ontario/Quebec",65 to 69 years,586.0
"Ottawa-Gatineau, Ontario/Quebec",70 to 74 years,726.0
"Ottawa-Gatineau, Ontario/Quebec",75 to 79 years,879.0
"Ottawa-Gatineau, Ontario/Quebec",80 to 84 years,1213.0
"Ottawa-Gatineau, Ontario/Quebec",85 to 89 years,1280.0
"Ottawa-Gatineau, Ontario/Quebec",90 years and over,1423.0
"Ottawa-Gatineau, Ontario/Quebec",All ages,7907.0
"Peterborough, Ontario",0 to 4 years,8.0
"Peterborough, Ontario",10 to 14 years,1.0
"Peterborough, Ontario",15 to 19 years,4.0
"Peterborough, Ontario",20 to 24 years,9.0
"Peterborough, Ontario",25 to 29 years,4.0
"Peterborough, Ontario",30 to 34 years,2.0
"Peterborough, Ontario",35 to 39 years,6.0
"Peterborough, Ontario",40 to 44 years,7.0
"Peterborough, Ontario",45 to 49 years,22.0
"Peterborough, Ontario",5 to 9 years,1.0
"Peterborough, Ontario",50 to 54 years,26.0
"Peterborough, Ontario",55 to 59 years,58.0
"Peterborough, Ontario",60 to 64 years,70.0
"Peterborough, Ontario",65 to 69 years,82.0
"Peterborough, Ontario",70 to 74 years,98.0
"Peterborough, Ontario",75 to 79 years,140.0
"Peterborough, Ontario",80 to 84 years,189.0
"Peterborough, Ontario",85 to 89 years,220.0
"Peterborough, Ontario",90 years and over,216.0
"Peterborough, Ontario",All ages,1163.0
"Qu??bec, Quebec",0 to 4 years,45.0
"Qu??bec, Quebec",10 to 14 years,1.0
"Qu??bec, Quebec",15 to 19 years,10.0
"Qu??bec, Quebec",20 to 24 years,18.0
"Qu??bec, Quebec",25 to 29 years,18.0
"Qu??bec, Quebec",30 to 34 years,32.0
"Qu??bec, Quebec",35 to 39 years,45.0
"Qu??bec, Quebec",40 to 44 years,30.0
"Qu??bec, Quebec",45 to 49 years,92.0
"Qu??bec, Quebec",5 to 9 years,3.0
"Qu??bec, Quebec",50 to 54 years,177.0
"Qu??bec, Quebec",55 to 59 years,242.0
"Qu??bec, Quebec",60 to 64 years,367.0
"Qu??bec, Quebec",65 to 69 years,458.0
"Qu??bec, Quebec",70 to 74 years,534.0
"Qu??bec, Quebec",75 to 79 years,707.0
"Qu??bec, Quebec",80 to 84 years,960.0
"Qu??bec, Quebec",85 to 89 years,1000.0
"Qu??bec, Quebec",90 years and over,1030.0
"Qu??bec, Quebec",All ages,5769.0
"Regina, Saskatchewan",0 to 4 years,17.0
"Regina, Saskatchewan",10 to 14 years,1.0
"Regina, Saskatchewan",15 to 19 years,5.0
"Regina, Saskatchewan",20 to 24 years,9.0
"Regina, Saskatchewan",25 to 29 years,16.0
"Regina, Saskatchewan",30 to 34 years,19.0
"Regina, Saskatchewan",35 to 39 years,24.0
"Regina, Saskatchewan",40 to 44 years,23.0
"Regina, Saskatchewan",45 to 49 years,47.0
"Regina, Saskatchewan",5 to 9 years,4.0
"Regina, Saskatchewan",50 to 54 years,51.0
"Regina, Saskatchewan",55 to 59 years,83.0
"Regina, Saskatchewan",60 to 64 years,89.0
"Regina, Saskatchewan",65 to 69 years,117.0
"Regina, Saskatchewan",70 to 74 years,137.0
"Regina, Saskatchewan",75 to 79 years,172.0
"Regina, Saskatchewan",80 to 84 years,279.0
"Regina, Saskatchewan",85 to 89 years,305.0
"Regina, Saskatchewan",90 years and over,345.0
"Regina, Saskatchewan",All ages,1743.0
"Saguenay, Quebec",0 to 4 years,12.0
"Saguenay, Quebec",10 to 14 years,2.0
"Saguenay, Quebec",15 to 19 years,1.0
"Saguenay, Quebec",20 to 24 years,9.0
"Saguenay, Quebec",25 to 29 years,2.0
"Saguenay, Quebec",30 to 34 years,7.0
"Saguenay, Quebec",35 to 39 years,7.0
"Saguenay, Quebec",40 to 44 years,13.0
"Saguenay, Quebec",45 to 49 years,32.0
"Saguenay, Quebec",5 to 9 years,1.0
"Saguenay, Quebec",50 to 54 years,43.0
"Saguenay, Quebec",55 to 59 years,56.0
"Saguenay, Quebec",60 to 64 years,88.0
"Saguenay, Quebec",65 to 69 years,119.0
"Saguenay, Quebec",70 to 74 years,144.0
"Saguenay, Quebec",75 to 79 years,182.0
"Saguenay, Quebec",80 to 84 years,239.0
"Saguenay, Quebec",85 to 89 years,235.0
"Saguenay, Quebec",90 years and over,228.0
"Saguenay, Quebec",All ages,1420.0
"Saint John, New Brunswick",0 to 4 years,5.0
"Saint John, New Brunswick",10 to 14 years,2.0
"Saint John, New Brunswick",15 to 19 years,4.0
"Saint John, New Brunswick",20 to 24 years,4.0
"Saint John, New Brunswick",25 to 29 years,4.0
"Saint John, New Brunswick",30 to 34 years,6.0
"Saint John, New Brunswick",35 to 39 years,7.0
"Saint John, New Brunswick",40 to 44 years,20.0
"Saint John, New Brunswick",45 to 49 years,29.0
"Saint John, New Brunswick",5 to 9 years,0.0
"Saint John, New Brunswick",50 to 54 years,45.0
"Saint John, New Brunswick",55 to 59 years,55.0
"Saint John, New Brunswick",60 to 64 years,79.0
"Saint John, New Brunswick",65 to 69 years,82.0
"Saint John, New Brunswick",70 to 74 years,99.0
"Saint John, New Brunswick",75 to 79 years,119.0
"Saint John, New Brunswick",80 to 84 years,158.0
"Saint John, New Brunswick",85 to 89 years,156.0
"Saint John, New Brunswick",90 years and over,176.0
"Saint John, New Brunswick",All ages,1050.0
"Saskatoon, Saskatchewan",0 to 4 years,23.0
"Saskatoon, Saskatchewan",10 to 14 years,0.0
"Saskatoon, Saskatchewan",15 to 19 years,6.0
"Saskatoon, Saskatchewan",20 to 24 years,8.0
"Saskatoon, Saskatchewan",25 to 29 years,13.0
"Saskatoon, Saskatchewan",30 to 34 years,17.0
"Saskatoon, Saskatchewan",35 to 39 years,20.0
"Saskatoon, Saskatchewan",40 to 44 years,30.0
"Saskatoon, Saskatchewan",45 to 49 years,38.0
"Saskatoon, Saskatchewan",5 to 9 years,1.0
"Saskatoon, Saskatchewan",50 to 54 years,73.0
"Saskatoon, Saskatchewan",55 to 59 years,72.0
"Saskatoon, Saskatchewan",60 to 64 years,95.0
"Saskatoon, Saskatchewan",65 to 69 years,131.0
"Saskatoon, Saskatchewan",70 to 74 years,144.0
"Saskatoon, Saskatchewan",75 to 79 years,184.0
"Saskatoon, Saskatchewan",80 to 84 years,246.0
"Saskatoon, Saskatchewan",85 to 89 years,318.0
"Saskatoon, Saskatchewan",90 years and over,427.0
"Saskatoon, Saskatchewan",All ages,1846.0
"Sherbrooke, Quebec",0 to 4 years,10.0
"Sherbrooke, Quebec",10 to 14 years,1.0
"Sherbrooke, Quebec",15 to 19 years,2.0
"Sherbrooke, Quebec",20 to 24 years,5.0
"Sherbrooke, Quebec",25 to 29 years,2.0
"Sherbrooke, Quebec",30 to 34 years,4.0
"Sherbrooke, Quebec",35 to 39 years,14.0
"Sherbrooke, Quebec",40 to 44 years,13.0
"Sherbrooke, Quebec",45 to 49 years,17.0
"Sherbrooke, Quebec",5 to 9 years,3.0
"Sherbrooke, Quebec",50 to 54 years,46.0
"Sherbrooke, Quebec",55 to 59 years,76.0
"Sherbrooke, Quebec",60 to 64 years,104.0
"Sherbrooke, Quebec",65 to 69 years,133.0
"Sherbrooke, Quebec",70 to 74 years,133.0
"Sherbrooke, Quebec",75 to 79 years,177.0
"Sherbrooke, Quebec",80 to 84 years,232.0
"Sherbrooke, Quebec",85 to 89 years,274.0
"Sherbrooke, Quebec",90 years and over,292.0
"Sherbrooke, Quebec",All ages,1538.0
"St. Catharines-Niagara, Ontario",0 to 4 years,10.0
"St. Catharines-Niagara, Ontario",10 to 14 years,4.0
"St. Catharines-Niagara, Ontario",15 to 19 years,11.0
"St. Catharines-Niagara, Ontario",20 to 24 years,12.0
"St. Catharines-Niagara, Ontario",25 to 29 years,18.0
"St. Catharines-Niagara, Ontario",30 to 34 years,14.0
"St. Catharines-Niagara, Ontario",35 to 39 years,26.0
"St. Catharines-Niagara, Ontario",40 to 44 years,47.0
"St. Catharines-Niagara, Ontario",45 to 49 years,62.0
"St. Catharines-Niagara, Ontario",5 to 9 years,1.0
"St. Catharines-Niagara, Ontario",50 to 54 years,148.0
"St. Catharines-Niagara, Ontario",55 to 59 years,192.0
"St. Catharines-Niagara, Ontario",60 to 64 years,256.0
"St. Catharines-Niagara, Ontario",65 to 69 years,349.0
"St. Catharines-Niagara, Ontario",70 to 74 years,364.0
"St. Catharines-Niagara, Ontario",75 to 79 years,462.0
"St. Catharines-Niagara, Ontario",80 to 84 years,633.0
"St. Catharines-Niagara, Ontario",85 to 89 years,734.0
"St. Catharines-Niagara, Ontario",90 years and over,700.0
"St. Catharines-Niagara, Ontario",All ages,4043.0
"St. John's, Newfoundland and Labrador",0 to 4 years,11.0
"St. John's, Newfoundland and Labrador",10 to 14 years,0.0
"St. John's, Newfoundland and Labrador",15 to 19 years,6.0
"St. John's, Newfoundland and Labrador",20 to 24 years,5.0
"St. John's, Newfoundland and Labrador",25 to 29 years,3.0
"St. John's, Newfoundland and Labrador",30 to 34 years,15.0
"St. John's, Newfoundland and Labrador",35 to 39 years,9.0
"St. John's, Newfoundland and Labrador",40 to 44 years,19.0
"St. John's, Newfoundland and Labrador",45 to 49 years,31.0
"St. John's, Newfoundland and Labrador",5 to 9 years,0.0
"St. John's, Newfoundland and Labrador",50 to 54 years,51.0
"St. John's, Newfoundland and Labrador",55 to 59 years,91.0
"St. John's, Newfoundland and Labrador",60 to 64 years,89.0
"St. John's, Newfoundland and Labrador",65 to 69 years,137.0
"St. John's, Newfoundland and Labrador",70 to 74 years,146.0
"St. John's, Newfoundland and Labrador",75 to 79 years,177.0
"St. John's, Newfoundland and Labrador",80 to 84 years,233.0
"St. John's, Newfoundland and Labrador",85 to 89 years,227.0
"St. John's, Newfoundland and Labrador",90 years and over,234.0
"St. John's, Newfoundland and Labrador",All ages,1484.0
"Thunder Bay, Ontario",0 to 4 years,8.0
"Thunder Bay, Ontario",10 to 14 years,3.0
"Thunder Bay, Ontario",15 to 19 years,4.0
"Thunder Bay, Ontario",20 to 24 years,7.0
"Thunder Bay, Ontario",25 to 29 years,10.0
"Thunder Bay, Ontario",30 to 34 years,10.0
"Thunder Bay, Ontario",35 to 39 years,9.0
"Thunder Bay, Ontario",40 to 44 years,15.0
"Thunder Bay, Ontario",45 to 49 years,33.0
"Thunder Bay, Ontario",5 to 9 years,1.0
"Thunder Bay, Ontario",50 to 54 years,44.0
"Thunder Bay, Ontario",55 to 59 years,65.0
"Thunder Bay, Ontario",60 to 64 years,73.0
"Thunder Bay, Ontario",65 to 69 years,90.0
"Thunder Bay, Ontario",70 to 74 years,103.0
"Thunder Bay, Ontario",75 to 79 years,136.0
"Thunder Bay, Ontario",80 to 84 years,199.0
"Thunder Bay, Ontario",85 to 89 years,225.0
"Thunder Bay, Ontario",90 years and over,199.0
"Thunder Bay, Ontario",All ages,1234.0
"Toronto, Ontario",0 to 4 years,346.0
"Toronto, Ontario",10 to 14 years,29.0
"Toronto, Ontario",15 to 19 years,95.0
"Toronto, Ontario",20 to 24 years,154.0
"Toronto, Ontario",25 to 29 years,150.0
