Geography,Age group,2011
"Toronto, Ontario",35 to 39 years,234.0
"Toronto, Ontario",40 to 44 years,425.0
"Toronto, Ontario",45 to 49 years,694.0
"Toronto, Ontario",5 to 9 years,19.0
"Toronto, Ontario",50 to 54 years,1066.0
"Toronto, Ontario",55 to 59 years,1366.0
"Toronto, Ontario",60 to 64 years,1786.0
"Toronto, Ontario",65 to 69 years,1966.0
"Toronto, Ontario",70 to 74 years,2500.0
"Toronto, Ontario",75 to 79 years,3448.0
"Toronto, Ontario",80 to 84 years,4554.0
"Toronto, Ontario",85 to 89 years,4998.0
"Toronto, Ontario",90 years and over,4725.0
"Toronto, Ontario",All ages,28727.0
"Trois-Rivi??res, Quebec",0 to 4 years,4.0
"Trois-Rivi??res, Quebec",10 to 14 years,0.0
"Trois-Rivi??res, Quebec",15 to 19 years,2.0
"Trois-Rivi??res, Quebec",20 to 24 years,3.0
"Trois-Rivi??res, Quebec",25 to 29 years,6.0
"Trois-Rivi??res, Quebec",30 to 34 years,7.0
"Trois-Rivi??res, Quebec",35 to 39 years,5.0
"Trois-Rivi??res, Quebec",40 to 44 years,19.0
"Trois-Rivi??res, Quebec",45 to 49 years,29.0
"Trois-Rivi??res, Quebec",5 to 9 years,0.0
"Trois-Rivi??res, Quebec",50 to 54 years,50.0
"Trois-Rivi??res, Quebec",55 to 59 years,55.0
"Trois-Rivi??res, Quebec",60 to 64 years,80.0
"Trois-Rivi??res, Quebec",65 to 69 years,107.0
"Trois-Rivi??res, Quebec",70 to 74 years,130.0
"Trois-Rivi??res, Quebec",75 to 79 years,166.0
"Trois-Rivi??res, Quebec",80 to 84 years,194.0
"Trois-Rivi??res, Quebec",85 to 89 years,233.0
"Trois-Rivi??res, Quebec",90 years and over,223.0
"Trois-Rivi??res, Quebec",All ages,1313.0
"Vancouver, British Columbia",0 to 4 years,102.0
"Vancouver, British Columbia",10 to 14 years,3.0
"Vancouver, British Columbia",15 to 19 years,44.0
"Vancouver, British Columbia",20 to 24 years,80.0
"Vancouver, British Columbia",25 to 29 years,77.0
"Vancouver, British Columbia",30 to 34 years,95.0
"Vancouver, British Columbia",35 to 39 years,125.0
"Vancouver, British Columbia",40 to 44 years,185.0
"Vancouver, British Columbia",45 to 49 years,298.0
"Vancouver, British Columbia",5 to 9 years,6.0
"Vancouver, British Columbia",50 to 54 years,492.0
"Vancouver, British Columbia",55 to 59 years,636.0
"Vancouver, British Columbia",60 to 64 years,807.0
"Vancouver, British Columbia",65 to 69 years,886.0
"Vancouver, British Columbia",70 to 74 years,1202.0
"Vancouver, British Columbia",75 to 79 years,1547.0
"Vancouver, British Columbia",80 to 84 years,2157.0
"Vancouver, British Columbia",85 to 89 years,2363.0
"Vancouver, British Columbia",90 years and over,2706.0
"Vancouver, British Columbia",All ages,13811.0
"Victoria, British Columbia",0 to 4 years,11.0
"Victoria, British Columbia",10 to 14 years,1.0
"Victoria, British Columbia",15 to 19 years,5.0
"Victoria, British Columbia",20 to 24 years,9.0
"Victoria, British Columbia",25 to 29 years,11.0
"Victoria, British Columbia",30 to 34 years,13.0
"Victoria, British Columbia",35 to 39 years,21.0
"Victoria, British Columbia",40 to 44 years,34.0
"Victoria, British Columbia",45 to 49 years,56.0
"Victoria, British Columbia",5 to 9 years,1.0
"Victoria, British Columbia",50 to 54 years,96.0
"Victoria, British Columbia",55 to 59 years,129.0
"Victoria, British Columbia",60 to 64 years,166.0
"Victoria, British Columbia",65 to 69 years,184.0
"Victoria, British Columbia",70 to 74 years,224.0
"Victoria, British Columbia",75 to 79 years,309.0
"Victoria, British Columbia",80 to 84 years,495.0
"Victoria, British Columbia",85 to 89 years,645.0
"Victoria, British Columbia",90 years and over,760.0
"Victoria, British Columbia",All ages,3170.0
"Windsor, Ontario",0 to 4 years,21.0
"Windsor, Ontario",10 to 14 years,2.0
"Windsor, Ontario",15 to 19 years,6.0
"Windsor, Ontario",20 to 24 years,8.0
"Windsor, Ontario",25 to 29 years,8.0
"Windsor, Ontario",30 to 34 years,11.0
"Windsor, Ontario",35 to 39 years,20.0
"Windsor, Ontario",40 to 44 years,35.0
"Windsor, Ontario",45 to 49 years,76.0
"Windsor, Ontario",5 to 9 years,3.0
"Windsor, Ontario",50 to 54 years,101.0
"Windsor, Ontario",55 to 59 years,132.0
"Windsor, Ontario",60 to 64 years,188.0
"Windsor, Ontario",65 to 69 years,206.0
"Windsor, Ontario",70 to 74 years,225.0
"Windsor, Ontario",75 to 79 years,309.0
"Windsor, Ontario",80 to 84 years,387.0
"Windsor, Ontario",85 to 89 years,416.0
"Windsor, Ontario",90 years and over,295.0
"Windsor, Ontario",All ages,2449.0
"Winnipeg, Manitoba",0 to 4 years,43.0
"Winnipeg, Manitoba",10 to 14 years,4.0
"Winnipeg, Manitoba",15 to 19 years,21.0
"Winnipeg, Manitoba",20 to 24 years,36.0
"Winnipeg, Manitoba",25 to 29 years,45.0
"Winnipeg, Manitoba",30 to 34 years,51.0
"Winnipeg, Manitoba",35 to 39 years,54.0
"Winnipeg, Manitoba",40 to 44 years,97.0
"Winnipeg, Manitoba",45 to 49 years,128.0
"Winnipeg, Manitoba",5 to 9 years,5.0
"Winnipeg, Manitoba",50 to 54 years,214.0
"Winnipeg, Manitoba",55 to 59 years,274.0
"Winnipeg, Manitoba",60 to 64 years,387.0
"Winnipeg, Manitoba",65 to 69 years,401.0
"Winnipeg, Manitoba",70 to 74 years,484.0
"Winnipeg, Manitoba",75 to 79 years,636.0
"Winnipeg, Manitoba",80 to 84 years,872.0
"Winnipeg, Manitoba",85 to 89 years,1048.0
"Winnipeg, Manitoba",90 years and over,1085.0
"Winnipeg, Manitoba",All ages,5885.0
